Name,Species,Gender,Personality,Hobby,Catchphrase,Favorite Song,Style 1,Style 2,Color 1,Color 2,Wallpaper,Flooring,name,birthday_month,birthday_day,sign,nh_details.quote,nh_details.image_url,nh_details.photo_url,nh_details.icon_url,nh_details.sub-personality,nh_details.house_interior_url,nh_details.house_exterior_url
Boots,Alligator,Male,Jock,Play,munchie,Wandering,Gorgeous,Active,Colorful,Purple,rice-paddy wall,dirt flooring,Boots,August,7,Leo,Strength lies in muscles.,https://dodo.ac/np/images/3/3e/Boots_NH.png,https://dodo.ac/np/images/f/f9/Boots%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/5/56/Boots_NH_Villager_Icon.png,A,https://dodo.ac/np/images/6/66/House_of_Boots_NH.png,https://dodo.ac/np/images/6/65/House_of_Boots_NH_Model.png
Boris,Pig,Male,Cranky,Nature,schnort,K.K. Oasis,Cool,Gorgeous,Purple,Black,ancient wall,rocky-mountain flooring,Boris,November,6,Scorpio,Life's short. Eat chocolate.,https://dodo.ac/np/images/e/ef/Boris_NH.png,https://dodo.ac/np/images/c/cf/Boris%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/cc/Boris_NH_Villager_Icon.png,A,https://dodo.ac/np/images/e/ef/House_of_Boris_NH.jpg,https://dodo.ac/np/images/3/3d/House_of_Boris_NH_Model.png
Boyd,Gorilla,Male,Cranky,Fitness,uh-oh,K.K. Groove,Simple,Cool,Red,Black,tree-lined wall,sidewalk flooring,Boyd,October,1,Libra,There's always time to take a second look.,https://dodo.ac/np/images/2/21/Boyd_NH.png,https://dodo.ac/np/images/2/2b/Boyd%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/5/5b/Boyd_NH_Villager_Icon.png,A,https://dodo.ac/np/images/7/7b/House_of_Boyd_NH.jpg,https://dodo.ac/np/images/9/93/House_of_Boyd_NH_Model.png
Bree,Mouse,Female,Snooty,Fashion,cheeseball,K.K. Bossa,Elegant,Gorgeous,Black,Blue,white botanical-tile wall,blue desert-tile flooring,Bree,July,7,Cancer,The gift says more about the giver.,https://dodo.ac/np/images/1/12/Bree_NH.png,https://dodo.ac/np/images/3/39/Bree%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/2d/Bree_NH_Villager_Icon.png,B,https://dodo.ac/np/images/8/8a/House_of_Bree_NH.jpg,https://dodo.ac/np/images/1/1b/House_of_Bree_NH_Model.png
Broccolo,Mouse,Male,Lazy,Play,eat it,I Love You,Simple,Cute,Colorful,Yellow,blue playroom wall,pastel puzzle flooring,Broccolo,June,30,Cancer,One nap leads to another.,https://dodo.ac/np/images/6/69/Broccolo_NH.png,https://dodo.ac/np/images/b/b4/Broccolo%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/b9/Broccolo_NH_Villager_Icon.png,B,https://dodo.ac/np/images/5/51/House_of_Broccolo_NH.jpg,https://dodo.ac/np/images/2/22/House_of_Broccolo_NH_Model.png
Broffina,Chicken,Female,Snooty,Music,cluckadoo,K.K. Flamenco,Gorgeous,Elegant,Black,Red,purple desert-tile wall,rosewood flooring,Broffina,October,24,Scorpio,Don't peck the hand that feeds you.,https://dodo.ac/np/images/7/7a/Broffina_NH.png,https://dodo.ac/np/images/e/ef/Broffina%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/e/eb/Broffina_NH_Villager_Icon.png,A,https://dodo.ac/np/images/6/68/House_of_Broffina_NH.jpg,https://dodo.ac/np/images/6/65/House_of_Broffina_NH_Model.png
Bruce,Deer,Male,Cranky,Nature,gruff,K.K. Blues,Cool,Simple,Black,Red,street-art wall,paintball flooring,Bruce,May,26,Gemini,Nobody's perfect.,https://dodo.ac/np/images/0/08/Bruce_NH.png,https://dodo.ac/np/images/b/bd/Bruce%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/9/9b/Bruce_NH_Villager_Icon.png,A,https://dodo.ac/np/images/b/b5/House_of_Bruce_NH.jpg,https://dodo.ac/np/images/9/91/House_of_Bruce_NH_Model.png
Bubbles,Hippo,Female,Peppy,Fashion,hipster,K.K. Stroll,Active,Cute,Purple,Pink,perforated-board wall,pine-board flooring,Bubbles,September,18,Virgo,It's best to keep your lips and purse sealed.,https://dodo.ac/np/images/0/0e/Bubbles_NH.png,https://dodo.ac/np/images/a/ab/Bubbles%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/1/1d/Bubbles_NH_Villager_Icon.png,B,https://dodo.ac/np/images/f/f1/House_of_Bubbles_NH.jpg,https://dodo.ac/np/images/7/73/House_of_Bubbles_NH_Model.png
Buck,Horse,Male,Jock,Fitness,pardner,My Place,Active,Simple,Gray,Brown,pastel dotted wall,green vinyl flooring,Buck,April,4,Aries,Keep your eyes on the prize.,https://dodo.ac/np/images/7/7f/Buck_NH.png,https://dodo.ac/np/images/2/2c/Buck%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/1/1f/Buck_NH_Villager_Icon.png,B,https://dodo.ac/np/images/a/a3/House_of_Buck_NH.jpg,https://dodo.ac/np/images/2/23/House_of_Buck_NH_Model.png
Bud,Lion,Male,Jock,Fitness,shredded,Aloha K.K.,Active,Simple,Green,Yellow,tropical vista,sandy-beach flooring,Bud,August,8,Leo,You're not living unless you're sweating!,https://dodo.ac/np/images/1/1f/Bud_NH.png,https://dodo.ac/np/images/2/25/Bud%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/3/34/Bud_NH_Villager_Icon.png,B,https://dodo.ac/np/images/7/71/House_of_Bud_NH.jpg,https://dodo.ac/np/images/3/3d/House_of_Bud_NH_Model.png
Bunnie,Rabbit,Female,Peppy,Fashion,tee-hee,Forest Life,Cute,Cute,Green,Pink,purple dotted wall,white-paint flooring,Bunnie,May,9,Taurus,"Hare today, gone tomorrow.",https://dodo.ac/np/images/b/b2/Bunnie_NH.png,https://dodo.ac/np/images/e/ef/Bunnie%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/f/f5/Bunnie_NH_Villager_Icon.png,B,https://dodo.ac/np/images/f/f9/House_of_Bunnie_NH.jpg,https://dodo.ac/np/images/6/62/House_of_Bunnie_NH_Model.png
Butch,Dog,Male,Cranky,Music,ROOOOOWF,K.K. Western,Cool,Simple,Blue,Gray,western vista,highway flooring,Butch,November,1,Scorpio,A house without either a cat or a dog is a sad house indeed.,https://dodo.ac/np/images/2/2b/Butch_NH.png,https://dodo.ac/np/images/8/86/Butch%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/5/52/Butch_NH_Villager_Icon.png,B,https://dodo.ac/np/images/d/de/House_of_Butch_NH.png,https://dodo.ac/np/images/0/06/House_of_Butch_NH_Model.png
Buzz,Eagle,Male,Cranky,Nature,captain,Drivin',Simple,Active,Yellow,Red,summit wall,parking flooring,Buzz,December,7,Sagittarius,Pride'll put you in a pickle.,https://dodo.ac/np/images/0/05/Buzz_NH.png,https://dodo.ac/np/images/6/63/Buzz%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/e/e5/Buzz_NH_Villager_Icon.png,A,https://dodo.ac/np/images/2/24/House_of_Buzz_NH.jpg,https://dodo.ac/np/images/c/cb/House_of_Buzz_NH_Model.png
Cally,Squirrel,Female,Normal,Nature,WHEE,K.K. Stroll,Cute,Elegant,Red,Green,backyard-fence wall,daisy meadow,Cally,September,4,Virgo,It's always teatime somewhere.,https://dodo.ac/np/images/a/a6/Cally_NH.png,https://dodo.ac/np/images/2/23/Cally%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/c0/Cally_NH_Villager_Icon.png,B,https://dodo.ac/np/images/5/5b/House_of_Cally_NH.jpg,https://dodo.ac/np/images/7/78/House_of_Cally_NH_Model.png
Camofrog,Frog,Male,Cranky,Music,ten-hut,K.K. Safari,Cool,Active,Blue,White,jungle wall,camo flooring,Camofrog,June,5,Gemini,What you can't see can't hurt you.,https://dodo.ac/np/images/e/e1/Camofrog_NH.png,https://dodo.ac/np/images/0/0d/Camofrog%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/f/ff/Camofrog_NH_Villager_Icon.png,B,https://dodo.ac/np/images/f/f1/House_of_Camofrog_NH.jpg,https://dodo.ac/np/images/5/58/House_of_Camofrog_NH_Model.png
Canberra,Koala,Female,Big Sister,Play,nuh uh,K.K. Island,Active,Cool,Green,Light blue,tropical vista,starry-sands flooring,Canberra,May,14,Taurus,It's never too late to start over.,https://dodo.ac/np/images/e/e6/Canberra_NH.png,https://dodo.ac/np/images/9/9d/Canberra%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/6/62/Canberra_NH_Villager_Icon.png,A,https://dodo.ac/np/images/1/17/House_of_Canberra_NH.jpg,https://dodo.ac/np/images/5/5b/House_of_Canberra_NH_Model.png
Candi,Mouse,Female,Peppy,Play,sweetie,Neapolitan,Simple,Cute,Light blue,Yellow,white painted-wood wall,mint dot flooring,Candi,April,13,Aries,"The players may change, but the music stays the same.",https://dodo.ac/np/images/5/57/Candi_NH.png,https://dodo.ac/np/images/f/fd/Candi%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/6/6e/Candi_NH_Villager_Icon.png,A,https://dodo.ac/np/images/a/a8/House_of_Candi_NH.jpg,https://dodo.ac/np/images/7/7f/House_of_Candi_NH_Model.png
Carmen,Rabbit,Female,Peppy,Fashion,nougat,K.K. Stroll,Elegant,Cute,Green,Beige,cute white wall,mint dot flooring,Carmen,January,6,Capricorn,Absence makes the heart grow fonder.,https://dodo.ac/np/images/e/eb/Carmen_NH.png,https://dodo.ac/np/images/6/67/Carmen%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/0/08/Carmen_NH_Villager_Icon.png,B,https://dodo.ac/np/images/b/b6/House_of_Carmen_NH.jpg,https://dodo.ac/np/images/2/24/House_of_Carmen_NH_Model.png
Caroline,Squirrel,Female,Normal,Music,hulaaaa,Pondering,Cute,Gorgeous,Colorful,White,manga-library wall,wooden-knot flooring,Caroline,July,15,Cancer,New brooms sweep clean.,https://dodo.ac/np/images/2/26/Caroline_NH.png,https://dodo.ac/np/images/4/4e/Caroline%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/d/d8/Caroline_NH_Villager_Icon.png,B,https://dodo.ac/np/images/9/99/House_of_Caroline_NH.jpg,https://dodo.ac/np/images/f/f1/House_of_Caroline_NH_Model.png
Carrie,Kangaroo,Female,Normal,Nature,little one,I Love You,Cute,Cute,Red,Colorful,yellow playroom wall,cork flooring,Carrie,December,5,Sagittarius,A mother's work is never done.,https://dodo.ac/np/images/6/6a/Carrie_NH.png,https://dodo.ac/np/images/1/15/Carrie%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/8/88/Carrie_NH_Villager_Icon.png,A,https://dodo.ac/np/images/2/26/House_of_Carrie_NH.jpg,https://dodo.ac/np/images/e/e0/House_of_Carrie_NH_Model.png
Cashmere,Sheep,Female,Snooty,Fashion,baaaby,Farewell,Gorgeous,Elegant,Purple,Beige,rustic-stone wall,slate flooring,Cashmere,April,2,Aries,100% Wool.,https://dodo.ac/np/images/e/eb/Cashmere_NH.png,https://dodo.ac/np/images/e/e2/Cashmere%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/5/5f/Cashmere_NH_Villager_Icon.png,A,https://dodo.ac/np/images/3/30/House_of_Cashmere_NH.jpg,https://dodo.ac/np/images/0/08/House_of_Cashmere_NH_Model.png
Celia,Eagle,Female,Normal,Nature,feathers,K.K. Soul,Elegant,Cute,Pink,Green,white botanical-tile wall,light herringbone flooring,Celia,March,25,Aries,It's the thought that counts.,https://dodo.ac/np/images/0/00/Celia_NH.png,https://dodo.ac/np/images/0/04/Celia%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/b2/Celia_NH_Villager_Icon.png,A,https://dodo.ac/np/images/2/20/House_of_Celia_NH.jpg,https://dodo.ac/np/images/0/0a/House_of_Celia_NH_Model.png
Cesar,Gorilla,Male,Cranky,Fitness,highness,K.K. Cruisin',Cool,Elegant,Blue,Light blue,cityscape wall,simple blue flooring,Cesar,September,6,Virgo,"As soon as you can grow a mustache, do it.",https://dodo.ac/np/images/2/23/Cesar_NH.png,https://dodo.ac/np/images/c/c6/Cesar%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/20/Cesar_NH_Villager_Icon.png,B,https://dodo.ac/np/images/b/b2/House_of_Cesar_NH.jpg,https://dodo.ac/np/images/c/ce/House_of_Cesar_NH_Model.png
Chadder,Mouse,Male,Smug,Fitness,fromage,K.K. Soul,Elegant,Gorgeous,Black,Gray,cityscape wall,dark wood-pattern flooring,Chadder,December,15,Sagittarius,Meeting is just the start of us saying goodbye.,https://dodo.ac/np/images/3/32/Chadder_NH.png,https://dodo.ac/np/images/3/3a/Chadder%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/e/ef/Chadder_NH_Villager_Icon.png,A,https://dodo.ac/np/images/f/f4/House_of_Chadder_NH.jpg,https://dodo.ac/np/images/6/62/House_of_Chadder_NH_Model.png
Charlise,Bear,Female,Big Sister,Fitness,urgh,Mr. K.K.,Active,Cute,Red,Orange,tree-lined wall,racetrack flooring,Charlise,April,17,Aries,Actions speak louder than words.,https://dodo.ac/np/images/a/ac/Charlise_NH.png,https://dodo.ac/np/images/f/f1/Charlise%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/a/aa/Charlise_NH_Villager_Icon.png,B,https://dodo.ac/np/images/d/dc/House_of_Charlise_NH.png,https://dodo.ac/np/images/f/f0/House_of_Charlise_NH_Model.png
Cheri,Cub,Female,Peppy,Fashion,tralala,K.K. Disco,Simple,Cute,Yellow,Light blue,red dotted wall,simple white flooring,Cheri,March,17,Pisces,Good things come in small packages.,https://dodo.ac/np/images/d/d5/Cheri_NH.png,https://dodo.ac/np/images/3/3d/Cheri%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/9/96/Cheri_NH_Villager_Icon.png,B,https://dodo.ac/np/images/0/09/House_of_Cheri_NH.jpg,https://dodo.ac/np/images/9/9d/House_of_Cheri_NH_Model.png
Cherry,Dog,Female,Big Sister,Music,what what,K.K. D&B,Cool,Elegant,Black,Purple,cityscape wall,skull-print flooring,Cherry,May,11,Taurus,"One dog barks at something, the rest bark at him.",https://dodo.ac/np/images/3/3e/Cherry_NH.png,https://dodo.ac/np/images/d/de/Cherry%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/7/73/Cherry_NH_Villager_Icon.png,A,https://dodo.ac/np/images/f/f8/House_of_Cherry_NH.jpg,https://dodo.ac/np/images/6/64/House_of_Cherry_NH_Model.png
Chester,Cub,Male,Lazy,Play,rookie,Imperial K.K.,Simple,Simple,Yellow,Green,bamboo-grove wall,bamboo flooring,Chester,August,6,Leo,Sleep early. Wake late.,https://dodo.ac/np/images/a/af/Chester_NH.png,https://dodo.ac/np/images/2/20/Chester%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/cd/Chester_NH_Villager_Icon.png,B,https://dodo.ac/np/images/2/24/House_of_Chester_NH.jpg,https://dodo.ac/np/images/c/c8/House_of_Chester_NH_Model.png
Chevre,Goat,Female,Normal,Education,la baa,K.K. Chorale,Cute,Elegant,Red,Pink,white botanical-tile wall,black iron-parquet flooring,Chevre,March,6,Pisces,"If you're gonna dream, dream big.",https://dodo.ac/np/images/c/c9/Chevre_NH.png,https://dodo.ac/np/images/f/f0/Chevre%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/d/db/Chevre_NH_Villager_Icon.png,B,https://dodo.ac/np/images/4/47/House_of_Chevre_NH.jpg,https://dodo.ac/np/images/5/5f/House_of_Chevre_NH_Model.png
Chief,Wolf,Male,Cranky,Music,harrumph,Rockin' K.K.,Cool,Simple,White,Gray,street-art wall,paintball flooring,Chief,December,19,Sagittarius,Don't wish it were easier; wish you were better.,https://dodo.ac/np/images/1/13/Chief_NH.png,https://dodo.ac/np/images/9/94/Chief%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/e/e6/Chief_NH_Villager_Icon.png,B,https://dodo.ac/np/images/9/98/House_of_Chief_NH.jpg,https://dodo.ac/np/images/a/ac/House_of_Chief_NH_Model.png
Chops,Pig,Male,Smug,Education,zoink,K.K. Moody,Gorgeous,Elegant,Red,Green,black-crown wall,simple red flooring,Chops,October,13,Libra,You can't have your cake and eat it too.,https://dodo.ac/np/images/3/32/Chops_NH.png,https://dodo.ac/np/images/b/b4/Chops%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/f/fd/Chops_NH_Villager_Icon.png,A,https://dodo.ac/np/images/5/57/House_of_Chops_NH.jpg,https://dodo.ac/np/images/5/5d/House_of_Chops_NH_Model.png
Chow,Bear,Male,Cranky,Fitness,aiya,Imperial K.K.,Cool,Gorgeous,Black,White,bamboo-grove wall,bamboo flooring,Chow,July,22,Cancer,All good things must come to an end.,https://dodo.ac/np/images/d/d1/Chow_NH.png,https://dodo.ac/np/images/f/ff/Chow%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/b5/Chow_NH_Villager_Icon.png,B,https://dodo.ac/np/images/4/4d/House_of_Chow_NH.png,https://dodo.ac/np/images/4/4b/House_of_Chow_NH_Model.png
Chrissy,Rabbit,Female,Peppy,Fashion,sparkles,Bubblegum K.K.,Cute,Cute,Pink,White,red dotted wall,cute red-tile flooring,Chrissy,August,28,Virgo,A fool and their Bells are soon parted.,https://dodo.ac/np/images/6/6a/Chrissy_NH.png,https://dodo.ac/np/images/5/5e/Chrissy%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/4/43/Chrissy_NH_Villager_Icon.png,B,https://dodo.ac/np/images/4/49/House_of_Chrissy_NH.jpg,https://dodo.ac/np/images/f/fc/House_of_Chrissy_NH_Model.png
Claude,Rabbit,Male,Lazy,Nature,hopalong,Pondering,Simple,Simple,Black,Colorful,manga-library wall,simple white flooring,Claude,December,3,Sagittarius,Don't judge a rabbit by its ears.,https://dodo.ac/np/images/1/1f/Claude_NH.png,https://dodo.ac/np/images/e/e5/Claude%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/d/d3/Claude_NH_Villager_Icon.png,A,https://dodo.ac/np/images/1/14/House_of_Claude_NH.jpg,https://dodo.ac/np/images/b/b5/House_of_Claude_NH_Model.png
Claudia,Tiger,Female,Snooty,Music,ooh la la,K.K. Synth,Gorgeous,Elegant,Purple,White,cityscape wall,simple red flooring,Claudia,November,22,Scorpio,A tiger can't change its stripes.,https://dodo.ac/np/images/d/d6/Claudia_NH.png,https://dodo.ac/np/images/0/02/Claudia%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/0/0d/Claudia_NH_Villager_Icon.png,A,https://dodo.ac/np/images/f/f3/House_of_Claudia_NH.jpg,https://dodo.ac/np/images/4/48/House_of_Claudia_NH_Model.png
Clay,Hamster,Male,Lazy,Nature,thump,K.K. Safari,Elegant,Simple,Beige,Brown,dig-site wall,dig-site flooring,Clay,October,19,Libra,Life is just a bowl of cherries.,https://dodo.ac/np/images/6/6c/Clay_NH.png,https://dodo.ac/np/images/0/02/Clay%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/20/Clay_NH_Villager_Icon.png,A,https://dodo.ac/np/images/6/66/House_of_Clay_NH.jpg,https://dodo.ac/np/images/d/db/House_of_Clay_NH_Model.png
Cleo,Horse,Female,Snooty,Education,sugar,K.K. Fusion,Cute,Elegant,Light blue,White,office wall,monochromatic tile flooring,Cleo,February,9,Aquarius,There's something lovable in all of us.,https://dodo.ac/np/images/e/e9/Cleo_NH.png,https://dodo.ac/np/images/f/fe/Cleo%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/4/4a/Cleo_NH_Villager_Icon.png,A,https://dodo.ac/np/images/e/ef/House_of_Cleo_NH.jpg,https://dodo.ac/np/images/d/d2/House_of_Cleo_NH_Model.png
Clyde,Horse,Male,Lazy,Play,clip clawp,Neapolitan,Simple,Cute,Green,White,orange wall,birch flooring,Clyde,May,1,Taurus,The grass is always greener.,https://dodo.ac/np/images/b/bb/Clyde_NH.png,https://dodo.ac/np/images/c/c0/Clyde%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/5/5a/Clyde_NH_Villager_Icon.png,B,https://dodo.ac/np/images/0/07/House_of_Clyde_NH.jpg,https://dodo.ac/np/images/a/a5/House_of_Clyde_NH_Model.png
Coach,Bull,Male,Jock,Fitness,stubble,Mr. K.K.,Active,Active,Blue,Red,chain-link fence,racetrack flooring,Coach,April,29,Taurus,"Fool me once, shame on you. Fool me twice, shame on me.",https://dodo.ac/np/images/c/c1/Coach_NH.png,https://dodo.ac/np/images/4/4e/Coach%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/7/76/Coach_NH_Villager_Icon.png,A,https://dodo.ac/np/images/f/fc/House_of_Coach_NH.png,https://dodo.ac/np/images/a/ae/House_of_Coach_NH_Model.png
Cobb,Pig,Male,Jock,Education,hot dog,Pondering,Simple,Active,White,Blue,gray shanty wall,concrete flooring,Cobb,October,7,Libra,Might makes right.,https://dodo.ac/np/images/9/9d/Cobb_NH.png,https://dodo.ac/np/images/5/54/Cobb%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/ce/Cobb_NH_Villager_Icon.png,B,https://dodo.ac/np/images/5/5a/House_of_Cobb_NH.jpg,https://dodo.ac/np/images/0/04/House_of_Cobb_NH_Model.png
Coco,Rabbit,Female,Normal,Education,doyoing,K.K. Jongara,Simple,Cute,Beige,Green,rammed-earth wall,floral rush-mat flooring,Coco,March,1,Pisces,Don't put off till tomorrow what you can do today.,https://dodo.ac/np/images/8/83/Coco_NH.png,https://dodo.ac/np/images/2/2a/Coco%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/c2/Coco_NH_Villager_Icon.png,B,https://dodo.ac/np/images/1/13/House_of_Coco_NH.jpg,https://dodo.ac/np/images/6/6d/House_of_Coco_NH_Model.png
Cole,Rabbit,Male,Lazy,Nature,coooooool,K.K. Faire,Simple,Cute,Orange,Colorful,tropical vista,sandy-beach flooring,Cole,August,10,Leo,Little pitchers have big ears.,https://dodo.ac/np/images/f/f6/Cole_NH.png,https://dodo.ac/np/images/c/c1/Cole%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/7/79/Cole_NH_Villager_Icon.png,A,https://dodo.ac/np/images/a/a3/House_of_Cole_NH.jpg,https://dodo.ac/np/images/5/5f/House_of_Cole_NH_Model.png
Colton,Horse,Male,Smug,Nature,check it,K.K. Chorale,Gorgeous,Elegant,Blue,Red,palace wall,palace tile,Colton,May,22,Gemini,Make hay while the sun shines.,https://dodo.ac/np/images/8/8c/Colton_NH.png,https://dodo.ac/np/images/3/3a/Colton%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/c5/Colton_NH_Villager_Icon.png,A,https://dodo.ac/np/images/f/f4/House_of_Colton_NH.jpg,https://dodo.ac/np/images/2/21/House_of_Colton_NH_Model.png
Cookie,Dog,Female,Peppy,Fashion,arfer,Bubblegum K.K.,Cute,Cute,Green,Light blue,pink quilt wall,birch flooring,Cookie,June,18,Gemini,Don't lose sight of what you're really after.,https://dodo.ac/np/images/d/d9/Cookie_NH.png,https://dodo.ac/np/images/b/b8/Cookie%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/d/d9/Cookie_NH_Villager_Icon.png,B,https://dodo.ac/np/images/b/b5/House_of_Cookie_NH.jpg,https://dodo.ac/np/images/b/b7/House_of_Cookie_NH_Model.png
Cousteau,Frog,Male,Jock,Fitness,oui oui,Imperial K.K.,Elegant,Gorgeous,Green,Red,exquisite wall,imperial tile,Cousteau,December,17,Sagittarius,"Jump first, ask questions later.",https://dodo.ac/np/images/1/1c/Cousteau_NH.png,https://dodo.ac/np/images/e/e9/Cousteau%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/3/3a/Cousteau_NH_Villager_Icon.png,B,https://dodo.ac/np/images/1/1d/House_of_Cousteau_NH.jpg,https://dodo.ac/np/images/3/3c/House_of_Cousteau_NH_Model.png
Cranston,Ostrich,Male,Lazy,Nature,sweatband,K.K. Faire,Simple,Cool,Beige,Brown,white subway-tile wall,stone tile,Cranston,September,23,Libra,Hard work beats talent.,https://dodo.ac/np/images/b/b7/Cranston_NH.png,https://dodo.ac/np/images/3/32/Cranston%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/8/8a/Cranston_NH_Villager_Icon.png,A,https://dodo.ac/np/images/b/bf/House_of_Cranston_NH.png,https://dodo.ac/np/images/2/24/House_of_Cranston_NH_Model.png
Croque,Frog,Male,Cranky,Nature,as if,K.K. Folk,Elegant,Cool,Red,Orange,autumn wall,colored-leaves flooring,Croque,July,18,Cancer,"Where there's smoke, there's fire.",https://dodo.ac/np/images/7/70/Croque_NH.png,https://dodo.ac/np/images/4/4f/Croque%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/7/75/Croque_NH_Villager_Icon.png,A,https://dodo.ac/np/images/d/d5/House_of_Croque_NH.jpg,https://dodo.ac/np/images/7/70/House_of_Croque_NH_Model.png
Cube,Penguin,Male,Lazy,Play,brainfreeze,Farewell,Simple,Cute,Yellow,Colorful,snowflake wall,simple white flooring,Cube,January,29,Aquarius,Sometimes you gotta learn to chill.,https://dodo.ac/np/images/1/10/Cube_NH.png,https://dodo.ac/np/images/1/1b/Cube%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/be/Cube_NH_Villager_Icon.png,B,https://dodo.ac/np/images/c/c8/House_of_Cube_NH.jpg,https://dodo.ac/np/images/6/68/House_of_Cube_NH_Model.png
Curlos,Sheep,Male,Smug,Nature,shearly,K.K. Salsa,Active,Gorgeous,Red,Green,wild-wood wall,dark herringbone flooring,Curlos,May,8,Taurus,"If you want to know yourself better, ask your neighbors.",https://dodo.ac/np/images/3/37/Curlos_NH.png,https://dodo.ac/np/images/1/14/Curlos%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/d/d0/Curlos_NH_Villager_Icon.png,B,https://dodo.ac/np/images/7/74/House_of_Curlos_NH.jpg,https://dodo.ac/np/images/1/16/House_of_Curlos_NH_Model.png
Curly,Pig,Male,Jock,Fitness,nyoink,K.K. Reggae,Simple,Active,Yellow,Colorful,common wall,wooden-knot flooring,Curly,July,26,Leo,Get fired up!,https://dodo.ac/np/images/3/3d/Curly_NH.png,https://dodo.ac/np/images/d/d8/Curly%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/a/a3/Curly_NH_Villager_Icon.png,B,https://dodo.ac/np/images/5/59/House_of_Curly_NH.jpg,https://dodo.ac/np/images/1/12/House_of_Curly_NH_Model.png
Curt,Bear,Male,Cranky,Nature,fuzzball,Comrade K.K.,Cool,Cool,Blue,White,chain-link fence,sandlot,Curt,July,1,Cancer,A Bell saved is a Bell earned.,https://dodo.ac/np/images/2/27/Curt_NH.png,https://dodo.ac/np/images/9/9d/Curt%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/f/f5/Curt_NH_Villager_Icon.png,A,https://dodo.ac/np/images/c/c0/House_of_Curt_NH.png,https://dodo.ac/np/images/4/4b/House_of_Curt_NH_Model.png
Cyd,Elephant,Male,Cranky,Music,rockin',K.K. Metal,Cool,Active,Black,Yellow,skull wall,skull-print flooring,Cyd,June,9,Gemini,"Do what you want, but do it loud!",https://dodo.ac/np/images/5/5d/Cyd_NH.png,https://dodo.ac/np/images/3/31/Cyd%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/4/42/Cyd_NH_Villager_Icon.png,A,https://dodo.ac/np/images/f/ff/House_of_Cyd_NH.png,https://dodo.ac/np/images/a/ab/House_of_Cyd_NH_Model.png
